Neighbourhood Cleansed;Neighbourhood Group Cleansed;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Bed Type;Amenities;Price;Security Deposit;Cleaning Fee;Guests Included;Extra People;Minimum Nights;Maximum Nights;Availability 30;Availability 60;Availability 90;Availability 365;Number of Reviews;First Review;Last Review;Review Scores Rating;Review Scores Accuracy;Review Scores Cleanliness;Review Scores Checkin;Review Scores Communication;Review Scores Location;Review Scores Value;Cancellation Policy;Reviews per Month
Colina;Ciudad Lineal;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Pool,Kitchen,Free parking on premises,Smoking allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance;50.0;280.0;50.0;1;0;5;1125;0;0;0;251;7;2015-12-21;2016-09-01;89.0;10.0;9.0;9.0;9.0;9.0;9.0;strict;0.44
Arapiles;Chamberí;Apartment;Entire home/apt;4;1.0;0.0;4.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Heating,Washer,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;70.0;;;1;0;2;30;8;27;51;313;2;2015-05-31;2016-07-31;90.0;10.0;10.0;10.0;9.0;10.0;9.0;moderate;0.09
Portazgo;Puente de Vallecas;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,translation missing: en.hosting_amenity_49;12.0;;;1;0;3;21;8;20;38;38;1;2017-04-06;2017-04-06;100.0;10.0;10.0;10.0;10.0;8.0;10.0;moderate;1.0
Palacio;Centro;Apartment;Entire home/apt;6;1.0;2.0;4.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;89.0;90.0;15.0;2;15;1;1125;8;16;26;282;130;2014-06-08;2017-04-04;97.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;3.76
Sol;Centro;Apartment;Entire home/apt;6;2.0;2.0;4.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;150.0;;20.0;2;15;2;180;2;4;16;274;43;2014-05-28;2016-08-21;96.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.23
Chopera;Arganzuela;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,First aid kit,Safety card,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;38.0;100.0;12.0;1;0;1;1125;17;47;77;77;2;2016-12-27;2017-01-02;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;0.58
Universidad;Centro;Apartment;Entire home/apt;5;1.0;2.0;4.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;68.0;200.0;50.0;1;10;3;1125;24;52;82;357;1;2017-01-05;2017-01-05;80.0;10.0;10.0;10.0;8.0;10.0;8.0;strict;0.32
Justicia;Centro;Apartment;Entire home/apt;10;2.0;4.0;6.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace;220.0;200.0;100.0;4;20;2;1125;13;22;38;301;1;2016-10-10;2016-10-10;80.0;8.0;10.0;10.0;10.0;10.0;10.0;strict;0.17
Quintana;Ciudad Lineal;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Pets live on this property,Cat(s),Heating,Washer,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hair dryer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;19.0;150.0;;1;0;1;100;0;0;0;0;2;2015-05-24;2015-06-28;100.0;10.0;9.0;10.0;10.0;9.0;10.0;moderate;0.09
Justicia;Centro;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Heating,Washer,Essentials,Shampoo,Hangers;70.0;;15.0;2;15;2;1125;9;17;43;318;11;2016-12-04;2017-04-03;100.0;10.0;9.0;10.0;10.0;10.0;10.0;flexible;2.62
Guindalera;Salamanca;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;19.0;;;1;18;1;365;0;25;55;330;30;2013-11-15;2017-02-19;85.0;8.0;8.0;9.0;9.0;9.0;9.0;strict;0.73
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;45.0;100.0;;1;10;1;1125;0;0;0;0;18;2016-03-28;2016-09-18;96.0;9.0;9.0;10.0;10.0;10.0;10.0;moderate;1.43
Goya;Salamanca;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;Wireless Internet,Kitchen,Doorman,Buzzer/wireless intercom,Heating,Washer;37.0;;;1;0;1;1125;2;5;5;274;12;2013-12-03;2016-12-04;95.0;10.0;9.0;9.0;10.0;10.0;10.0;flexible;0.29
Canillas;Hortaleza;House;Private room;3;1.0;1.0;2.0;Real Bed;Internet,Wireless Internet,Pool,Kitchen,Free parking on premises,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Private entrance;40.0;;;1;15;1;30;22;41;71;219;0;;;;;;;;;;moderate;
Puerta del Angel;Latina;Apartment;Entire home/apt;4;1.0;0.0;2.0;Real Bed;TV,Wireless Internet,Wheelchair accessible,Kitchen,Free parking on premises,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo;40.0;96.0;10.0;1;0;4;1125;0;4;20;207;2;2017-01-02;2017-03-04;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.62
Sol;Centro;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;Internet,Wireless Internet,Smoking allowed,Essentials,Shampoo,translation missing: en.hosting_amenity_50;25.0;;15.0;1;0;1;1125;6;8;8;258;8;2017-01-15;2017-04-02;80.0;8.0;8.0;10.0;9.0;10.0;8.0;strict;2.86
Ventas;Ciudad Lineal;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Breakfast,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hangers,Iron,translation missing: en.hosting_amenity_49;18.0;;;1;0;1;4;24;54;84;359;0;;;;;;;;;;flexible;
Universidad;Centro;Apartment;Entire home/apt;4;1.0;0.0;3.0;Real Bed;TV,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,First aid kit,Fire extinguisher,Essentials,Laptop friendly workspace,translation missing: en.hosting_amenity_50;50.0;;30.0;2;10;2;1125;10;32;57;301;26;2016-07-24;2017-03-26;87.0;9.0;9.0;10.0;10.0;10.0;8.0;moderate;3.01
Palacio;Centro;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;50.0;300.0;30.0;2;12;1;1125;5;21;39;314;12;2015-09-21;2017-03-07;95.0;10.0;10.0;10.0;9.0;10.0;9.0;strict;0.64
Palos de Moguer;Arganzuela;Apartment;Entire home/apt;6;2.0;2.0;4.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;70.0;410.0;80.0;3;5;6;1125;6;31;55;113;36;2014-10-16;2017-01-06;98.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.19
Castilla;Chamartín;House;Entire home/apt;6;1.0;3.0;3.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Laptop friendly workspace;65.0;;;1;0;2;1125;11;29;55;56;101;2015-08-15;2017-03-28;78.0;8.0;8.0;9.0;9.0;9.0;8.0;strict;5.02
Pinar del Rey;Hortaleza;Bed & Breakfast;Private room;2;1.0;1.0;1.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Breakfast,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,First aid kit,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hair dryer,translation missing: en.hosting_amenity_50;23.0;;5.0;1;12;1;100;0;0;6;281;88;2014-09-02;2016-10-28;93.0;10.0;9.0;9.0;10.0;9.0;9.0;flexible;2.78
Embajadores;Centro;Apartment;Private room;4;1.0;1.0;3.0;Real Bed;Internet,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Other pet(s),Elevator in building,Heating,Family/kid friendly,Washer,Smoke detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;35.0;;;3;10;2;1125;12;23;40;97;59;2016-02-24;2017-03-26;93.0;9.0;10.0;10.0;10.0;9.0;10.0;moderate;4.32
Castillejos;Tetuán;Apartment;Entire home/apt;2;1.0;1.0;2.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Pool,Kitchen,Smoking allowed,Pets allowed,Doorman,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Fire extinguisher,Essentials,Shampoo;100.0;;;1;0;1;1125;0;0;0;122;0;;;;;;;;;;flexible;
Casco Histórico de Barajas;Barajas;Condominium;Private room;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Essentials,Shampoo;50.0;;;1;15;1;1125;0;0;0;157;3;2016-08-03;2016-09-18;100.0;8.0;10.0;10.0;10.0;10.0;10.0;flexible;0.36
Arapiles;Chamberí;Apartment;Private room;2;1.5;2.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Doorman Entry;60.0;;20.0;1;0;12;12;21;51;81;81;0;;;;;;;;;;strict;
Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron;60.0;200.0;20.0;1;0;2;1125;7;20;45;320;29;2016-10-03;2017-03-31;99.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;4.63
Embajadores;Centro;Apartment;Entire home/apt;6;2.0;2.0;2.0;Real Bed;TV,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_50;70.0;200.0;20.0;4;10;3;30;3;12;27;273;71;2015-10-27;2017-04-03;98.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;4.02
Embajadores;Centro;House;Private room;1;1.5;1.0;1.0;Real Bed;Internet,Wireless Internet,Kitchen,Doorman,Heating,Washer,First aid kit,Essentials;24.0;;;1;0;2;7;0;20;50;50;48;2015-07-19;2017-03-26;94.0;9.0;9.0;10.0;10.0;10.0;9.0;moderate;2.29
Canillas;Hortaleza;Condominium;Private room;2;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Kitchen,Breakfast,Pets live on this property,Dog(s),Cat(s),Elevator in building,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;26.0;95.0;10.0;1;19;1;1125;3;29;59;328;7;2016-12-04;2017-02-21;97.0;10.0;10.0;10.0;10.0;9.0;9.0;strict;1.67
San Andrés;Villaverde;Apartment;Entire home/apt;7;2.0;3.0;4.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Smoking allowed,Gym,Breakfast,Hot tub,Heating,Family/kid friendly,Suitable for events,Washer,Carbon monoxide detector,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;70.0;;;1;0;1;1125;0;0;0;13;0;;;;;;;;;;flexible;
Peñagrande;Fuencarral - El Pardo;Apartment;Entire home/apt;4;1.5;2.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;60.0;200.0;20.0;2;15;3;1125;0;8;38;38;16;2015-10-24;2017-02-23;96.0;10.0;10.0;10.0;10.0;9.0;10.0;flexible;0.9
Numancia;Puente de Vallecas;Apartment;Private room;1;0.5;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Dog(s),Elevator in building,Washer,First aid kit;30.0;;;1;0;1;1125;0;0;0;0;0;;;;;;;;;;flexible;
Almagro;Chamberí;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,Smoke detector,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;43.0;;11.0;1;0;2;1125;6;17;42;128;9;2016-12-11;2017-03-28;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;2.27
Acacias;Arganzuela;Apartment;Private room;1;1.5;1.0;1.0;Real Bed;TV,Wireless Internet,Kitchen,Elevator in building,Washer,Essentials,Hangers,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;32.0;;20.0;1;0;2;7;30;60;90;180;0;;;;;;;;;;flexible;
Argüelles;Moncloa - Aravaca;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Heating,Washer,Essentials,Hangers,Hair dryer,Iron;25.0;;10.0;1;10;2;1125;0;0;23;298;7;2015-07-07;2015-12-01;83.0;9.0;9.0;9.0;9.0;9.0;9.0;moderate;0.33
Castellana;Salamanca;Condominium;Entire home/apt;5;2.0;2.0;3.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50,Self Check-In,Doorman Entry;200.0;;40.0;2;23;2;1125;3;10;15;264;13;2016-10-13;2017-03-10;97.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;2.19
Colina;Ciudad Lineal;Townhouse;Private room;1;1.0;1.0;1.0;Real Bed;Wireless Internet,Kitchen,Heating,Essentials,Hangers,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;22.0;;;1;0;2;1125;0;0;0;0;0;;;;;;;;;;flexible;
Cortes;Centro;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Doorman Entry;80.0;;25.0;2;9;3;1125;1;9;18;212;85;2012-10-29;2017-01-23;95.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;1.57
Alameda de Osuna;Barajas;Bed & Breakfast;Private room;2;2.0;1.0;1.0;Real Bed;Internet,Wireless Internet,Free parking on premises,Breakfast,Pets live on this property,Dog(s),Other pet(s),Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,First aid kit,Safety card,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;37.0;;;1;20;1;1125;20;47;76;350;188;2015-05-10;2017-03-02;96.0;10.0;10.0;10.0;10.0;9.0;9.0;flexible;8.06
Estrella;Retiro;House;Private room;2;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;45.0;;;1;0;1;1125;30;60;90;365;4;2015-12-08;2016-10-15;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.25
Justicia;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Heating,Washer,Smoke detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;75.0;;33.0;3;0;2;1125;5;12;29;172;34;2016-02-29;2017-02-19;98.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;2.52
Justicia;Centro;Apartment;Entire home/apt;3;1.0;0.0;2.0;Pull-out Sofa;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Dryer,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;125.0;200.0;20.0;1;35;2;1125;5;16;29;98;5;2015-11-08;2016-01-03;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;0.29
Cortes;Centro;Apartment;Entire home/apt;5;1.0;2.0;3.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Pets allowed,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;85.0;120.0;25.0;2;10;2;90;6;24;46;46;52;2015-11-29;2017-04-03;98.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;3.14
Opañel;Carabanchel;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Kitchen,Free parking on premises,Elevator in building,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;22.0;;;1;8;3;1125;0;0;4;90;1;2016-09-01;2016-09-01;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.14
Puerta del Angel;Latina;Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;Wireless Internet,Kitchen,Family/kid friendly,Washer,Essentials,Shampoo,Hangers;42.0;100.0;25.0;1;0;3;1125;7;37;67;67;9;2016-12-11;2017-03-26;73.0;8.0;9.0;9.0;9.0;9.0;7.0;strict;2.27
Argüelles;Moncloa - Aravaca;Guesthouse;Private room;2;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,First aid kit,Safety card,Fire extinguisher,Essentials,Lock on bedroom door,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_50;70.0;100.0;;1;0;3;1125;4;34;64;339;12;2016-09-26;2017-03-13;93.0;10.0;10.0;10.0;10.0;9.0;9.0;flexible;1.85
Vista Alegre;Carabanchel;Apartment;Private room;3;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Pool,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Breakfast,Elevator in building,Hot tub,Heating,Family/kid friendly,Suitable for events,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;29.0;;8.0;1;10;1;1;15;45;72;72;4;2016-07-28;2016-10-30;70.0;8.0;9.0;9.0;9.0;9.0;7.0;moderate;0.47
Universidad;Centro;Apartment;Private room;4;2.0;1.0;1.0;Real Bed;Wireless Internet,Kitchen,Smoking allowed,Heating,Family/kid friendly,Suitable for events,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;30.0;;;2;8;1;1125;11;31;61;336;3;2017-04-01;2017-04-07;93.0;10.0;9.0;10.0;10.0;10.0;10.0;strict;3.0
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Safety card,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;59.0;120.0;24.0;2;10;2;1125;4;19;41;98;19;2016-08-27;2017-03-21;93.0;9.0;9.0;9.0;9.0;10.0;9.0;flexible;2.53
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Buzzer/wireless intercom,Heating,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;60.0;150.0;20.0;1;0;2;1125;1;17;47;137;33;2013-10-07;2017-02-27;89.0;10.0;9.0;10.0;10.0;9.0;9.0;strict;0.77
Palacio;Centro;Apartment;Entire home/apt;4;2.5;2.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;220.0;500.0;45.0;1;0;1;30;14;37;60;335;14;2016-09-26;2017-03-27;95.0;9.0;9.0;10.0;10.0;10.0;10.0;strict;2.15
Universidad;Centro;Apartment;Private room;4;2.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Breakfast,Heating,Washer,Shampoo;38.0;;5.0;2;7;1;1125;13;37;64;339;154;2014-05-11;2017-03-27;86.0;9.0;9.0;9.0;9.0;10.0;9.0;strict;4.34
Delicias;Arganzuela;Apartment;Private room;2;2.0;1.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Elevator in building,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Smoke detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Iron,Laptop friendly workspace;33.0;;;1;0;6;181;7;23;23;238;0;;;;;;;;;;flexible;
Cortes;Centro;Apartment;Entire home/apt;6;1.0;2.0;3.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace;79.0;150.0;40.0;2;15;3;1125;4;12;25;287;77;2015-11-08;2017-04-02;91.0;9.0;9.0;10.0;10.0;10.0;9.0;strict;4.46
Embajadores;Centro;Apartment;Entire home/apt;5;1.0;2.0;4.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron;200.0;;;1;0;1;60;18;40;70;247;1;2017-01-09;2017-01-09;80.0;8.0;6.0;10.0;10.0;10.0;8.0;flexible;0.33
Embajadores;Centro;Condominium;Entire home/apt;3;1.0;1.0;2.0;Real Bed;Kitchen,Smoking allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace;35.0;150.0;8.0;1;0;2;1125;0;0;0;0;1;2016-08-13;2016-08-13;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.13
Puerta Bonita;Carabanchel;Apartment;Private room;1;1.0;1.0;2.0;Real Bed;Kitchen,Smoking allowed,Buzzer/wireless intercom,Heating,Washer,Essentials;325.0;;;1;0;1;1125;30;60;90;365;0;;;;;;;;;;flexible;
